curr_time,q_delay
0.21600000000000003,0.0
0.24133120275266023,0.0
0.281060674587619,0.0
0.3087145702674492,0.0
0.32343327030083446,0.0
0.33143327030083447,0.005861957528362133
0.3441359897432553,0.0
0.3987369090147004,0.0
0.4321485803985363,0.0
0.5058626696035032,0.0
0.5607784446538082,0.0
0.5864809211729406,0.0
0.5944809211729406,0.0043063643613879266
0.605497716752023,0.0
0.6553763935137441,0.0
0.6641451205619958,0.0
0.7555917626561689,0.0
0.8601976536053368,0.0
0.93476286203837,0.0
1.0154223574441172,0.0
1.0238880501519874,0.0
1.205604716731018,0.0
1.213604716731018,0.001866158518822103
1.2479074797841927,0.0
1.2559074797841927,0.006413998549537725
1.276893522605677,0.0
1.3031107436966252,0.0
1.3167475590180637,0.0
1.3981515249573335,0.0
1.4321791610178671,0.0
1.4521731298323486,0.0
1.4922757793186248,0.0
1.534974279473961,0.0
1.5454128316523559,0.0
1.5534128316523559,0.0012518531043610448
1.5682274428883332,0.0
1.7571346878742644,0.0
1.8034011929625777,0.0
1.8673317774033382,0.0
1.8763256152464265,0.0
1.9498354555549189,0.0
1.957835455554919,0.0010791601096655778
2.010634526384784,0.0
2.018634526384784,0.004644647411294667
2.0269348785418404,0.0
2.0881876029179876,0.0
2.185179898001945,0.0
2.222431052360789,0.0
2.2442583293983143,0.0
2.270211704797605,0.0
2.2851381910573996,0.0
2.3471981406711,0.0
2.3551981406711002,0.0011044505063382282
2.3631981406711002,0.0019279315154876464
2.384529303897354,0.0
2.4078620435400344,0.0
2.4723229726206335,0.0
2.4803229726206335,0.004046499248854474
2.528329347922037,0.0
2.536329347922037,0.00040546406211650066
2.544329347922037,0.004351165882926278
2.552329347922037,0.003664654620540997
2.560329347922037,0.001431121403665081
2.6004677126227778,0.0
2.6181740960993998,0.0
2.6992450953063876,0.0
2.7072450953063876,0.00036278546084966834
2.7609369218520095,0.0
2.7893955005422995,0.0
2.9175642603109275,0.0
2.9866969314474803,0.0
3.0009140901899576,0.0
3.0347308330338496,0.0
3.0970141723819586,0.0
3.131092393035035,0.0
3.216008018102184,0.0
3.326536567941647,0.0
3.399029932132414,0.0
3.414643764147059,0.0
3.4891652071604415,0.0
3.529396873796414,0.0
3.587839375728048,0.0
3.6128075002097617,0.0
3.644919584045969,0.0
3.6908662478505727,0.0
3.7216765783637973,0.0
3.7518482866770935,0.0
3.9062238616783582,0.0
3.960038290228295,0.0
3.968038290228295,0.005177221860056314
3.976038290228295,0.00773716332496166
4.007642172184847,0.0
4.072040101831728,0.0
4.088371016470812,0.0
4.138911266349212,0.0
4.186872532695736,0.0
4.21232877593392,0.0
4.239656881648308,0.0
4.253260419540143,0.0
4.320489687043594,0.0
4.415806565406086,0.0
4.423806565406086,0.007858203199090141
4.473303972821194,0.0
4.5037485923846985,0.0
4.5117485923846985,0.003130434361598766
4.569537961699287,0.0
4.577537961699287,0.007321842870761763
4.600130936262375,0.0
4.671145537817851,0.0
4.69815246321041,0.0
4.70615246321041,0.004278939806606985
4.758074099102429,0.0
4.778977871875107,0.0
4.816794797256991,0.0
4.8248206489344465,0.0
4.896912535833254,0.0
5.0032755274286576,0.0
5.048649232431743,0.0
5.079839362091016,0.0
5.087839362091016,0.006309623422959376
5.095839362091016,0.003845588052304727
5.158470760065351,0.0
5.183891636951241,0.0
5.26807886172558,0.0
5.27607886172558,0.005424313596487984
5.28407886172558,0.008352516358519857
5.308534544347862,0.0
5.3371048653330915,0.0
5.354163283568213,0.0
5.386303391474974,0.0
5.429689660942148,0.0
5.437689660942148,0.006120548177366736
5.445689660942148,0.004697568135186181
5.5883324747906,0.0
5.596386881505046,0.0
5.702158723108583,0.0
5.710158723108583,0.0021723450024158097
5.718158723108583,0.0038059015411313624
5.744539454302083,0.0
5.754310887793463,0.0
5.787964722416439,0.0
5.798497842244407,0.0
5.860725305341196,0.0
5.932145957459881,0.0
5.940145957459881,0.007366469812577492
5.993949512458854,0.0
6.001949512458854,0.007279862004692994
6.024371548300991,0.0
6.036307661608488,0.0
6.0698973069918285,0.0
6.102846099513269,0.0
6.126946611771415,0.0
6.158584863016456,0.0
6.176458856411659,0.0
6.1899893257089476,0.0
6.197989325708948,0.0037099849169424104
6.229966405710906,0.0
6.259091205768174,0.0
6.272720375094902,0.0
6.29259423531136,0.0
6.30059423531136,0.002950095337555858
6.351920590152912,0.0
6.376927154485729,0.0
6.4801634756369575,0.0
6.4881634756369575,1.7677065697441208e-05
6.50182493603499,0.0
6.6395566336255945,0.0
6.689599947453441,0.0
6.697599947453441,0.00012105623044700309
6.7098137041471695,0.0
