curr_time,q_delay
0.21600000000000003,0.0
0.22400000000000003,0.007733591467429631
0.24267684289992617,0.0
0.26150510993486076,0.0
0.26950510993486076,0.002578284095202013
0.27750510993486077,0.00017928748105611875
0.2855051099348608,0.006528434246647424
0.2935051099348608,0.0033429775977726756
0.3015051099348608,0.008496717443338242
0.3095051099348608,0.007738483227276202
0.3175051099348608,0.014893154560603486
0.3255051099348608,0.018463679349757553
0.3335051099348608,0.017691239517081472
0.34150510993486083,0.020313131699361553
0.34950510993486084,0.017225426985486944
0.35750510993486084,0.02098040165561048
0.36550510993486085,0.022020869569698343
0.37350510993486086,0.02045090309474132
0.38150510993486086,0.007069516931892311
0.38950510993486087,0.003328003063317042
0.3975051099348609,0.004120289692954249
0.40744037060077887,0.0
0.4154403706007789,0.005593119770428534
0.4331284190108067,0.0
0.4411284190108067,0.0011361253294991658
0.4491284190108067,0.007737139834205986
0.4571284190108067,0.014511178433052496
0.4651284190108067,0.01854367161556139
0.4731284190108067,0.017483966993741495
0.4811284190108067,0.0058998386375131995
0.4891284190108067,0.013617070939694498
0.49712841901080673,0.01719792752349597
0.5051284190108067,0.013270753002318336
0.5131284190108067,0.008645199874369514
0.5256938561593913,0.0
0.5336938561593914,0.0015793868023107893
0.5416938561593914,0.004888504779129221
0.5496938561593914,0.008615449144853682
0.5576938561593914,0.015510964837330499
0.5656938561593914,0.01141755711958109
0.5736938561593914,0.01883250016346122
0.5816938561593914,0.01934806963077662
0.5896938561593914,0.026930620176942144
0.5976938561593914,0.03041473006273926
0.6056938561593914,0.03745241774147101
0.6136938561593914,0.0432121426906068
0.6216938561593914,0.038563952341532926
0.6296938561593914,0.04561580989632119
0.6376938561593914,0.04786140232553476
0.6456938561593915,0.055506397521949635
0.6536938561593915,0.03438297590367151
0.6616938561593915,0.039440314092671624
0.6696938561593915,0.04397260866683228
0.6776938561593915,0.03597513573808081
0.6856938561593915,0.041765334447559976
0.6936938561593915,0.0462639470773718
0.7016938561593915,0.041014428425348415
0.7096938561593915,0.047117504466559934
0.7176938561593915,0.02585656939111225
0.7256938561593915,0.031970977429762515
0.7336938561593915,0.03235336232905217
0.7416938561593915,0.03942832878547414
0.7496938561593915,0.04578310644166267
0.7576938561593916,0.04036976249690416
0.7656938561593916,0.04118391494868334
0.7736938561593916,0.037198049699227576
0.7816938561593916,0.0382668627326368
0.7896938561593916,0.033421394812802596
0.7976938561593916,0.038590391678320346
0.8056938561593916,0.012561372870547594
0.8136938561593916,0.012771874637613423
0.8216938561593916,0.013044543790416196
0.8296938561593916,0.020708901746730124
0.8376938561593916,0.013737812398677218
0.8456938561593916,0.004830009145141756
0.8536938561593916,0.009742678148920936
0.8616938561593916,0.016990312923561013
0.8696938561593917,0.02468489250815853
0.8776938561593917,0.025797443612843196
0.8856938561593917,0.03346123056468808
